"district"	"ENROLL_TOTAL"	"ENROLL_MEAN"	"GR_Kto5_TOTAL"	"GR_Kto5_MEAN"	"GR_6to8_TOTAL"	"GR_6to8_MEAN"	"GR_9to12_TOTAL"	"GR_9to12_MEAN"	"YEAR"
"8323"	75028	558	23.25	229	9.54166666666667	139	5.79166666666667	190	7.91666666666667	2005
"8324"	75036	418	11.2972972972973	209	5.64864864864865	83	2.24324324324324	126	3.40540540540541	2005
"8325"	75044	15204	75.2673267326733	7066	34.980198019802	3368	16.6732673267327	4475	22.1534653465347	2005
"8326"	75051	1114	29.3157894736842	512	13.4736842105263	262	6.89473684210526	302	7.94736842105263	2005
"8327"	75069	12630	67.5401069518717	5803	31.0320855614973	2818	15.0695187165775	3816	20.4064171122995	2005
"8328"	75077	14965	79.1798941798942	6161	32.5978835978836	3077	16.2804232804233	4374	23.1428571428571	2005
"8329"	75085	6423	64.8787878787879	3128	31.5959595959596	1582	15.979797979798	1713	17.3030303030303	2005
"8330"	75093	3888	40.9263157894737	1870	19.6842105263158	915	9.63157894736842	1103	11.6105263157895	2005
"8331"	75101	12341	63.9430051813472	5726	29.6683937823834	2813	14.5751295336788	3584	18.5699481865285	2005
"8332"	75119	195	21.6666666666667	130	14.4444444444444	65	7.22222222222222	0	0	2005
"8333"	75127	2083	80.1153846153846	963	37.0384615384615	487	18.7307692307692	633	24.3461538461538	2005
"8334"	75135	1012	34.8965517241379	639	22.0344827586207	352	12.1379310344828	0	0	2005
"8335"	75150	41	5.85714285714286	21	3	8	1.14285714285714	12	1.71428571428571	2005
"8336"	75168	1393	44.9354838709677	594	19.1612903225806	355	11.4516129032258	439	14.1612903225806	2005
"8337"	75176	15764	64.6065573770492	7933	32.5122950819672	3661	15.0040983606557	4170	17.0901639344262	2005
"8338"	75184	726	24.2	309	10.3	173	5.76666666666667	244	8.13333333333333	2005
"8339"	75192	15939	72.7808219178082	7687	35.1004566210046	3735	17.0547945205479	4517	20.6255707762557	2005
"8340"	75200	10376	78.6060606060606	5132	38.8787878787879	2489	18.8560606060606	2755	20.8712121212121	2005
"8341"	75218	187	9.35	87	4.35	49	2.45	51	2.55	2005
"8342"	75234	1968	65.6	984	32.8	426	14.2	558	18.6	2005
"8343"	75242	9379	66.5177304964539	4748	33.6737588652482	2051	14.5460992907801	2295	16.2765957446809	2005
"8344"	75259	1388	43.375	737	23.03125	377	11.78125	274	8.5625	2005
"8345"	75267	3986	36.5688073394495	1726	15.8348623853211	923	8.46788990825688	1235	11.3302752293578	2005
"8346"	75275	2398	42.8214285714286	742	13.25	488	8.71428571428571	1168	20.8571428571429	2005
"8347"	75283	5305	51.504854368932	2247	21.8155339805825	1360	13.2038834951456	1698	16.4854368932039	2005
"8348"	75291	5740	55.1923076923077	2802	26.9423076923077	1157	11.125	1698	16.3269230769231	2005
"8349"	75309	2105	36.2931034482759	1049	18.0862068965517	570	9.82758620689655	486	8.37931034482759	2005
"8350"	75317	2601	63.4390243902439	1224	29.8536585365854	549	13.390243902439	774	18.8780487804878	2005
"8351"	75325	1965	63.3870967741936	1057	34.0967741935484	492	15.8709677419355	416	13.4193548387097	2005
"8352"	75333	5779	87.5606060606061	2582	39.1212121212121	1100	16.6666666666667	2067	31.3181818181818	2005
"8353"	75341	7555	48.1210191082803	3730	23.7579617834395	1751	11.1528662420382	1978	12.5987261146497	2005
"8354"	75358	3604	57.2063492063492	1960	31.1111111111111	848	13.4603174603175	791	12.5555555555556	2005
"8355"	75366	1940	46.1904761904762	1101	26.2142857142857	512	12.1904761904762	327	7.78571428571429	2005
"8356"	75374	560	40	235	16.7857142857143	152	10.8571428571429	173	12.3571428571429	2005
"8357"	75382	990	35.3571428571429	558	19.9285714285714	193	6.89285714285714	239	8.53571428571429	2005
"8358"	75390	2812	50.2142857142857	1065	19.0178571428571	647	11.5535714285714	1100	19.6428571428571	2005
"8359"	75408	1484	39.0526315789474	657	17.2894736842105	323	8.5	504	13.2631578947368	2005
"8360"	75416	327	20.4375	162	10.125	67	4.1875	98	6.125	2005
"8361"	75424	49	6.125	0	0	0	0	49	6.125	2005
"8362"	75432	1949	48.725	1342	33.55	578	14.45	0	0	2005
"8363"	75440	2102	72.4827586206897	1463	50.448275862069	602	20.7586206896552	0	0	2005
"8364"	75457	6215	51.7916666666667	2695	22.4583333333333	1284	10.7	2121	17.675	2005
"8365"	75465	1010	28.0555555555556	388	10.7777777777778	196	5.44444444444444	426	11.8333333333333	2005
"8366"	75473	2941	71.7317073170732	1036	25.2682926829268	488	11.9024390243902	1417	34.5609756097561	2005
"8367"	75481	2347	44.2830188679245	1069	20.1698113207547	519	9.79245283018868	727	13.7169811320755	2005
"8368"	75499	12176	53.4035087719298	5687	24.9429824561403	2565	11.25	3924	17.2105263157895	2005
"8369"	75507	2087	43.4791666666667	952	19.8333333333333	481	10.0208333333333	654	13.625	2005
"8370"	75515	5936	39.8389261744966	2141	14.3691275167785	1553	10.4228187919463	2101	14.1006711409396	2005
"8371"	75523	12229	69.88	4746	27.12	2262	12.9257142857143	5221	29.8342857142857	2005
"8372"	75531	4978	70.112676056338	2386	33.6056338028169	1032	14.5352112676056	1560	21.9718309859155	2005
"8373"	75549	1960	57.6470588235294	718	21.1176470588235	411	12.0882352941176	831	24.4411764705882	2005
"8374"	75556	3199	66.6458333333333	1403	29.2291666666667	683	14.2291666666667	1113	23.1875	2005
"8375"	75564	4817	59.4691358024691	1964	24.2469135802469	1001	12.358024691358	1852	22.8641975308642	2005
"8376"	75572	1255	52.2916666666667	836	34.8333333333333	396	16.5	0	0	2005
"8377"	10017	833	27.7666666666667	81	2.7	53	1.76666666666667	699	23.3	2006
"8378"	10025	1	1	0	0	0	0	1	1	2006
"8379"	10033	181	13.9230769230769	48	3.69230769230769	59	4.53846153846154	68	5.23076923076923	2006
"8380"	10041	1325	40.1515151515151	202	6.12121212121212	172	5.21212121212121	370	11.2121212121212	2006
"8381"	10058	266	26.6	75	7.5	74	7.4	117	11.7	2006
"8382"	10066	151	8.38888888888889	17	0.944444444444444	29	1.61111111111111	105	5.83333333333333	2006
"8383"	10074	1078	43.12	69	2.76	75	3	438	17.52	2006
"8384"	10082	216	10.8	6	0.3	38	1.9	172	8.6	2006
"8385"	10090	1032	34.4	104	3.46666666666667	111	3.7	676	22.5333333333333	2006
"8386"	10108	1399	60.8260869565217	98	4.26086956521739	140	6.08695652173913	599	26.0434782608696	2006
"8387"	10116	345	12.7777777777778	81	3	118	4.37037037037037	146	5.40740740740741	2006
"8388"	10124	435	21.75	1	0.05	48	2.4	230	11.5	2006
"8389"	10132	712	35.6	61	3.05	36	1.8	419	20.95	2006
"8390"	10140	61	4.06666666666667	6	0.4	21	1.4	34	2.26666666666667	2006
"8391"	10157	1977	48.219512195122	361	8.80487804878049	307	7.48780487804878	1309	31.9268292682927	2006
"8392"	10165	524	26.2	7	0.35	62	3.1	245	12.25	2006
"8393"	10173	98	9.8	0	0	12	1.2	86	8.6	2006
"8394"	10181	137	9.13333333333333	37	2.46666666666667	31	2.06666666666667	61	4.06666666666667	2006
"8395"	10199	13958	166.166666666667	1573	18.7261904761905	1208	14.3809523809524	10855	129.22619047619	2006
"8396"	10207	527	22.9130434782609	136	5.91304347826087	87	3.78260869565217	193	8.39130434782609	2006
"8397"	10215	615	21.9642857142857	138	4.92857142857143	115	4.10714285714286	362	12.9285714285714	2006
"8398"	10223	64	5.33333333333333	4	0.333333333333333	18	1.5	15	1.25	2006
"8399"	10231	222	27.75	1	0.125	27	3.375	194	24.25	2006
"8400"	10249	912	45.6	138	6.9	124	6.2	615	30.75	2006
"8401"	10256	90	5.29411764705882	14	0.823529411764706	29	1.70588235294118	47	2.76470588235294	2006
"8402"	10264	94	4.7	35	1.75	34	1.7	23	1.15	2006
"8403"	10272	1004	37.1851851851852	78	2.88888888888889	76	2.81481481481481	276	10.2222222222222	2006
"8404"	10280	265	7.36111111111111	8	0.222222222222222	40	1.11111111111111	161	4.47222222222222	2006
"8405"	10298	64	6.4	0	0	14	1.4	0	0	2006
"8406"	10306	6970	158.409090909091	984	22.3636363636364	908	20.6363636363636	4587	104.25	2006
"8407"	10314	557	30.9444444444444	143	7.94444444444444	96	5.33333333333333	150	8.33333333333333	2006
"8408"	10322	6	2	0	0	1	0.333333333333333	5	1.66666666666667	2006
"8409"	10330	3270	74.3181818181818	60	1.36363636363636	157	3.56818181818182	1578	35.8636363636364	2006
"8410"	10348	1210	41.7241379310345	76	2.62068965517241	154	5.31034482758621	774	26.6896551724138	2006
"8411"	10355	171	19	0	0	55	6.11111111111111	116	12.8888888888889	2006
"8412"	10363	2967	89.9090909090909	452	13.6969696969697	339	10.2727272727273	1315	39.8484848484849	2006
"8413"	10371	3139	82.6052631578947	372	9.78947368421053	598	15.7368421052632	2129	56.0263157894737	2006
"8414"	10389	1059	40.7307692307692	36	1.38461538461538	51	1.96153846153846	972	37.3846153846154	2006
"8415"	10397	2149	74.1034482758621	320	11.0344827586207	251	8.6551724137931	1578	54.4137931034483	2006
"8416"	10405	448	19.4782608695652	0	0	21	0.91304347826087	179	7.78260869565217	2006
"8417"	10413	1138	47.4166666666667	380	15.8333333333333	84	3.5	314	13.0833333333333	2006
"8418"	10421	901	36.04	133	5.32	151	6.04	559	22.36	2006
"8419"	10439	2763	60.0652173913044	45	0.978260869565217	192	4.17391304347826	1351	29.3695652173913	2006
"8420"	10447	524	30.8235294117647	37	2.17647058823529	59	3.47058823529412	397	23.3529411764706	2006
"8421"	10454	602	24.08	85	3.4	127	5.08	390	15.6	2006
"8422"	10462	27	6.75	12	3	9	2.25	6	1.5	2006
"8423"	10470	111	7.92857142857143	36	2.57142857142857	26	1.85714285714286	43	3.07142857142857	2006
"8424"	10488	772	26.6206896551724	71	2.44827586206897	66	2.27586206896552	417	14.3793103448276	2006
"8425"	10496	1003	38.5769230769231	71	2.73076923076923	77	2.96153846153846	443	17.0384615384615	2006
"8426"	10504	1331	35.972972972973	293	7.91891891891892	228	6.16216216216216	742	20.0540540540541	2006
"8427"	10512	314	13.6521739130435	91	3.95652173913043	64	2.78260869565217	159	6.91304347826087	2006
"8428"	10520	72	6	13	1.08333333333333	5	0.416666666666667	27	2.25	2006
"8429"	10538	41	6.83333333333333	13	2.16666666666667	12	2	16	2.66666666666667	2006
"8430"	10546	1111	39.6785714285714	8	0.285714285714286	34	1.21428571428571	391	13.9642857142857	2006
"8431"	10553	68	8.5	16	2	7	0.875	27	3.375	2006
"8432"	10561	951	41.3478260869565	7	0.304347826086957	42	1.82608695652174	560	24.3478260869565	2006
"8433"	10579	335	11.9642857142857	0	0	14	0.5	142	5.07142857142857	2006
"8434"	10587	649	17.0789473684211	11	0.289473684210526	71	1.86842105263158	439	11.5526315789474	2006
"8435"	32276	4825	45.9523809523809	0	0	59	0.561904761904762	4414	42.0380952380952	2006
"8436"	61119	10641	38.554347826087	4815	17.445652173913	2481	8.98913043478261	3260	11.8115942028986	2006
"8437"	61127	2895	39.1216216216216	1311	17.7162162162162	685	9.25675675675676	899	12.1486486486486	2006
"8438"	61143	9403	47.9744897959184	3956	20.1836734693878	2008	10.2448979591837	3188	16.265306122449	2006
"8439"	61150	7826	41.4074074074074	3495	18.4920634920635	1911	10.1111111111111	2387	12.6296296296296	2006
"8440"	61168	984	33.9310344827586	457	15.7586206896552	225	7.75862068965517	302	10.4137931034483	2006
"8441"	61176	30919	54.0541958041958	14799	25.8723776223776	6859	11.9912587412587	8875	15.5157342657343	2006
"8442"	61192	23149	51.1015452538631	11515	25.4194260485651	5225	11.5342163355408	5877	12.9735099337748	2006
"8443"	61200	13359	47.0387323943662	6441	22.6795774647887	2864	10.0845070422535	3714	13.0774647887324	2006
"8444"	61218	52	6.5	43	5.375	9	1.125	0	0	2006
"8445"	61234	7759	46.4610778443114	3654	21.8802395209581	1771	10.6047904191617	2334	13.9760479041916	2006
"8446"	61242	14029	84.5120481927711	6161	37.1144578313253	3071	18.5	4362	26.2771084337349	2006
"8447"	61259	54256	50.237037037037	30841	28.5564814814815	11495	10.6435185185185	11900	11.0185185185185	2006
"8448"	61275	2707	42.296875	1116	17.4375	694	10.84375	847	13.234375	2006
"8449"	61291	8023	50.14375	3892	24.325	1874	11.7125	2071	12.94375	2006
"8450"	61309	11042	53.0865384615385	5141	24.7163461538462	2600	12.5	3281	15.7740384615385	2006
"8451"	61333	124	9.53846153846154	80	6.15384615384615	43	3.30769230769231	0	0	2006
"8452"	61382	146	16.2222222222222	94	10.4444444444444	52	5.77777777777778	0	0	2006
"8453"	61408	822	29.3571428571429	344	12.2857142857143	219	7.82142857142857	237	8.46428571428571	2006
"8454"	61424	14225	56.6733067729084	6369	25.3745019920319	3494	13.9203187250996	4362	17.3784860557769	2006
"8455"	61432	1348	39.6470588235294	556	16.3529411764706	340	10	452	13.2941176470588	2006
"8456"	61440	37	6.16666666666667	30	5	7	1.16666666666667	0	0	2006
"8457"	61457	243	14.2941176470588	148	8.70588235294118	95	5.58823529411765	0	0	2006
"8458"	61499	240	40	164	27.3333333333333	76	12.6666666666667	0	0	2006
"8459"	61507	3401	41.9876543209877	2220	27.4074074074074	1127	13.9135802469136	0	0	2006
"8460"	61515	2749	56.1020408163265	0	0	0	0	2749	56.1020408163265	2006
"8461"	61523	1335	41.71875	884	27.625	451	14.09375	0	0	2006
"8462"	61531	5596	53.8076923076923	2380	22.8846153846154	1379	13.2596153846154	1831	17.6057692307692	2006
"8463"	61549	1550	45.5882352941176	1043	30.6764705882353	507	14.9117647058824	0	0	2006
"8464"	61556	902	32.2142857142857	0	0	0	0	898	32.0714285714286	2006
"8465"	61564	3888	48.6	1697	21.2125	949	11.8625	1242	15.525	2006
"8466"	61572	777	32.375	514	21.4166666666667	255	10.625	0	0	2006
"8467"	61580	1043	32.59375	632	19.75	409	12.78125	0	0	2006
"8468"	61598	1586	33.0416666666667	695	14.4791666666667	339	7.0625	534	11.125	2006
"8469"	61606	438	23.0526315789474	186	9.78947368421053	115	6.05263157894737	137	7.21052631578947	2006
"8470"	61614	1142	30.8648648648649	511	13.8108108108108	265	7.16216216216216	366	9.89189189189189	2006
"8471"	61622	971	51.1052631578947	461	24.2631578947368	223	11.7368421052632	287	15.1052631578947	2006
"8472"	61630	5065	79.140625	0	0	0	0	5065	79.140625	2006
"8473"	61648	18522	71.5135135135135	8620	33.2818532818533	4121	15.9111969111969	5256	20.2934362934363	2006
"8474"	61655	3519	55.8571428571429	2423	38.4603174603175	1096	17.3968253968254	0	0	2006
"8475"	61663	1118	27.2682926829268	773	18.8536585365854	345	8.41463414634146	0	0	2006
"8476"	61671	68	11.3333333333333	47	7.83333333333333	21	3.5	0	0	2006
"8477"	61697	2114	50.3333333333333	846	20.1428571428571	487	11.5952380952381	723	17.2142857142857	2006
"8478"	61705	353	35.3	226	22.6	117	11.7	0	0	2006
"8479"	61713	3469	53.3692307692308	2232	34.3384615384615	1237	19.0307692307692	0	0	2006
"8480"	61721	3386	89.1052631578947	0	0	0	0	3386	89.1052631578947	2006
"8481"	61739	4314	44.9375	1895	19.7395833333333	1022	10.6458333333333	1370	14.2708333333333	2006
"8482"	61747	1885	42.8409090909091	1180	26.8181818181818	705	16.0227272727273	0	0	2006
"8483"	61754	36122	54.9802130898021	16725	25.4566210045662	7973	12.1354642313546	10019	15.2496194824962	2006
"8484"	61762	4153	60.1884057971015	2711	39.2898550724638	1398	20.2608695652174	0	0	2006
"8485"	61770	2422	44.0363636363636	1599	29.0727272727273	823	14.9636363636364	0	0	2006
"8486"	61788	9431	61.2402597402597	4624	30.025974025974	2115	13.7337662337662	2385	15.487012987013	2006
"8487"	61796	33898	48.3566333808845	16899	24.1069900142653	7153	10.2039942938659	8533	12.1726105563481	2006
"8488"	61804	19822	60.6177370030581	9081	27.7706422018349	4506	13.7798165137615	5982	18.2935779816514	2006
"8489"	61812	3280	42.5974025974026	2164	28.1038961038961	1116	14.4935064935065	0	0	2006
"8490"	61820	5058	46.4036697247706	2260	20.7339449541284	1198	10.9908256880734	1446	13.2660550458716	2006
"8491"	61838	3787	53.3380281690141	2430	34.2253521126761	1232	17.3521126760563	0	0	2006
"8492"	61846	548	42.1538461538462	356	27.3846153846154	192	14.7692307692308	0	0	2006
"8493"	61853	6233	95.8923076923077	0	0	0	0	6233	95.8923076923077	2006
"8494"	61879	868	39.4545454545455	516	23.4545454545455	352	16	0	0	2006
"8495"	61887	678	32.2857142857143	387	18.4285714285714	271	12.9047619047619	0	0	2006
"8496"	61895	26	8.66666666666667	19	6.33333333333333	7	2.33333333333333	0	0	2006
"8497"	61903	5793	56.7941176470588	2734	26.8039215686275	1293	12.6764705882353	1569	15.3823529411765	2006
"8498"	61911	145	18.125	103	12.875	42	5.25	0	0	2006
"8499"	61929	1708	50.2352941176471	1117	32.8529411764706	591	17.3823529411765	0	0	2006
"8500"	61945	586	30.8421052631579	350	18.4210526315789	236	12.4210526315789	0	0	2006
"8501"	61952	1354	39.8235294117647	896	26.3529411764706	458	13.4705882352941	0	0	2006
"8502"	61960	1068	46.4347826086956	671	29.1739130434783	397	17.2608695652174	0	0	2006
"8503"	61978	2987	46.671875	2009	31.390625	944	14.75	0	0	2006
"8504"	61986	20	5	10	2.5	10	2.5	0	0	2006
"8505"	61994	175	21.875	125	15.625	50	6.25	0	0	2006
"8506"	62000	418	46.4444444444444	268	29.7777777777778	150	16.6666666666667	0	0	2006
"8507"	62026	97	19.4	64	12.8	33	6.6	0	0	2006
"8508"	62042	137	34.25	95	23.75	42	10.5	0	0	2006
"8509"	62067	796	113.714285714286	545	77.8571428571429	251	35.8571428571429	0	0	2006
"8510"	62075	611	43.6428571428571	0	0	0	0	611	43.6428571428571	2006
"8511"	62109	218	27.25	144	18	74	9.25	0	0	2006
"8512"	62117	31487	72.383908045977	14240	32.735632183908	7421	17.0597701149425	9609	22.0896551724138	2006
"8513"	62125	4092	55.2972972972973	2104	28.4324324324324	898	12.1351351351351	1090	14.7297297297297	2006
"8514"	62158	2082	42.4897959183673	938	19.1428571428571	493	10.0612244897959	643	13.1224489795918	2006
"8515"	62166	78942	75.1828571428571	40130	38.2190476190476	17734	16.8895238095238	21060	20.0571428571429	2006
"8516"	62174	987	41.125	688	28.6666666666667	299	12.4583333333333	0	0	2006
"8517"	62240	2019	40.38	1360	27.2	659	13.18	0	0	2006
"8518"	62257	994	71	0	0	0	0	994	71	2006
"8519"	62265	8400	57.5342465753425	4106	28.1232876712329	1917	13.1301369863014	2377	16.2808219178082	2006
"8520"	62281	839	32.2692307692308	414	15.9230769230769	190	7.30769230769231	235	9.03846153846154	2006
"8521"	62323	205	25.625	143	17.875	62	7.75	0	0	2006
"8522"	62331	379	47.375	271	33.875	108	13.5	0	0	2006
"8523"	62356	474	59.25	323	40.375	151	18.875	0	0	2006
"8524"	62364	2990	110.740740740741	1525	56.4814814814815	734	27.1851851851852	715	26.4814814814815	2006
"8525"	62372	116	38.6666666666667	75	25	41	13.6666666666667	0	0	2006
"8526"	62380	284	47.3333333333333	185	30.8333333333333	99	16.5	0	0	2006
"8527"	62414	7594	61.241935483871	3592	28.9677419354839	1715	13.8306451612903	2141	17.2661290322581	2006
"8528"	62430	5635	53.6666666666667	2778	26.4571428571429	1276	12.152380952381	1412	13.447619047619	2006
"8529"	62513	443	36.9166666666667	291	24.25	152	12.6666666666667	0	0	2006
"8530"	62521	1289	75.8235294117647	0	0	0	0	1289	75.8235294117647	2006
"8531"	62539	314	19.625	195	12.1875	119	7.4375	0	0	2006
"8532"	62547	364	72.8	253	50.6	111	22.2	0	0	2006
"8533"	62554	144	36	94	23.5	50	12.5	0	0	2006
"8534"	62570	463	66.1428571428571	316	45.1428571428571	147	21	0	0	2006
"8535"	62588	246	24.6	0	0	0	0	246	24.6	2006
"8536"	62596	129	32.25	88	22	41	10.25	0	0	2006
"8537"	62638	140	17.5	97	12.125	43	5.375	0	0	2006
"8538"	62646	273	17.0625	123	7.6875	72	4.5	78	4.875	2006
"8539"	62653	184	9.68421052631579	95	5	42	2.21052631578947	47	2.47368421052632	2006
"8540"	62661	1944	45.2093023255814	904	21.0232558139535	457	10.6279069767442	583	13.5581395348837	2006
"8541"	62679	966	30.1875	582	18.1875	350	10.9375	0	0	2006
"8542"	62687	2056	54.1052631578947	0	0	0	0	2042	53.7368421052632	2006
"8543"	62695	50	7.14285714285714	25	3.57142857142857	25	3.57142857142857	0	0	2006
"8544"	62703	220	20	148	13.4545454545455	72	6.54545454545455	0	0	2006
"8545"	62729	83	13.8333333333333	50	8.33333333333333	33	5.5	0	0	2006
"8546"	62737	149	21.2857142857143	93	13.2857142857143	56	8	0	0	2006
"8547"	62745	515	21.4583333333333	429	17.875	86	3.58333333333333	0	0	2006
"8548"	62794	129	18.4285714285714	68	9.71428571428571	61	8.71428571428571	0	0	2006
"8549"	62802	780	37.1428571428571	530	25.2380952380952	250	11.9047619047619	0	0	2006
"8550"	62810	1238	68.7777777777778	0	0	0	0	1238	68.7777777777778	2006
"8551"	62828	245	30.625	203	25.375	42	5.25	0	0	2006
"8552"	62836	54	9	53	8.83333333333333	1	0.166666666666667	0	0	2006
"8553"	62851	14	3.5	13	3.25	1	0.25	0	0	2006
"8554"	62885	162	23.1428571428571	103	14.7142857142857	59	8.42857142857143	0	0	2006
"8555"	62893	383	38.3	226	22.6	157	15.7	0	0	2006
"8556"	62901	1311	29.1333333333333	566	12.5777777777778	314	6.97777777777778	430	9.55555555555556	2006
"8557"	62919	52	7.42857142857143	36	5.14285714285714	16	2.28571428571429	0	0	2006
"8558"	62927	168	24	113	16.1428571428571	55	7.85714285714286	0	0	2006
"8559"	62935	22	11	15	7.5	7	3.5	0	0	2006
"8560"	62950	1438	38.8648648648649	944	25.5135135135135	494	13.3513513513514	0	0	2006
"8561"	62968	69	11.5	44	7.33333333333333	25	4.16666666666667	0	0	2006
"8562"	62976	594	49.5	377	31.4166666666667	217	18.0833333333333	0	0	2006
"8563"	62984	133	16.625	99	12.375	34	4.25	0	0	2006
"8564"	63008	329	36.5555555555556	217	24.1111111111111	112	12.4444444444444	0	0	2006
"8565"	63016	577	36.0625	366	22.875	211	13.1875	0	0	2006
"8566"	63024	370	37	254	25.4	116	11.6	0	0	2006
"8567"	63032	575	27.3809523809524	483	23	79	3.76190476190476	0	0	2006
"8568"	63040	1446	20.6571428571429	585	8.35714285714286	358	5.11428571428571	479	6.84285714285714	2006
"8569"	63057	160	12.3076923076923	94	7.23076923076923	66	5.07692307692308	0	0	2006
"8570"	63073	3760	117.5	2523	78.84375	1237	38.65625	0	0	2006
"8571"	63081	1749	83.2857142857143	0	0	0	0	1749	83.2857142857143	2006
"8572"	63099	7459	135.618181818182	3435	62.4545454545455	1711	31.1090909090909	2306	41.9272727272727	2006
"8573"	63107	1410	32.7906976744186	638	14.8372093023256	324	7.53488372093023	436	10.1395348837209	2006
"8574"	63115	3446	101.352941176471	0	0	0	0	3446	101.352941176471	2006
"8575"	63123	6272	62.0990099009901	4223	41.8118811881188	1956	19.3663366336634	0	0	2006
"8576"	63131	648	129.6	439	87.8	209	41.8	0	0	2006
"8577"	63149	1962	51.6315789473684	896	23.5789473684211	440	11.5789473684211	607	15.9736842105263	2006
"8578"	63164	2372	55.1627906976744	1142	26.5581395348837	564	13.1162790697674	666	15.4883720930233	2006
"8579"	63172	108	21.6	65	13	43	8.6	0	0	2006
"8580"	63180	536	59.5555555555556	338	37.5555555555556	191	21.2222222222222	0	0	2006
"8581"	63198	500	71.4285714285714	321	45.8571428571429	171	24.4285714285714	0	0	2006
"8582"	63206	88	22	61	15.25	27	6.75	0	0	2006
"8583"	63214	914	28.5625	452	14.125	210	6.5625	252	7.875	2006
"8584"	63222	522	40.1538461538462	369	28.3846153846154	153	11.7692307692308	0	0	2006
"8585"	63230	440	73.3333333333333	298	49.6666666666667	142	23.6666666666667	0	0	2006
"8586"	63248	268	14.8888888888889	126	7	71	3.94444444444444	71	3.94444444444444	2006
"8587"	63255	1510	45.7575757575758	958	29.030303030303	543	16.4545454545455	0	0	2006
"8588"	63263	816	58.2857142857143	0	0	0	0	816	58.2857142857143	2006
"8589"	63271	64	5.33333333333333	34	2.83333333333333	19	1.58333333333333	11	0.916666666666667	2006
"8590"	63289	457	24.0526315789474	204	10.7368421052632	94	4.94736842105263	159	8.36842105263158	2006
"8591"	63297	138	6	54	2.34782608695652	32	1.39130434782609	52	2.26086956521739	2006
"8592"	63305	112	16	72	10.2857142857143	40	5.71428571428571	0	0	2006
"8593"	63313	2601	96.3333333333333	1767	65.4444444444444	786	29.1111111111111	0	0	2006
"8594"	63321	27176	57.8212765957447	18596	39.5659574468085	7790	16.5744680851064	0	0	2006
"8595"	63339	1639	46.8285714285714	1102	31.4857142857143	494	14.1142857142857	0	0	2006
"8596"	63347	51	8.5	40	6.66666666666667	11	1.83333333333333	0	0	2006
"8597"	63354	9	2.25	7	1.75	2	0.5	0	0	2006
"8598"	63362	12380	52.6808510638298	8124	34.5702127659575	4043	17.2042553191489	0	0	2006
"8599"	63370	421	60.1428571428571	282	40.2857142857143	129	18.4285714285714	0	0	2006
"8600"	63388	102	7.84615384615385	72	5.53846153846154	30	2.30769230769231	0	0	2006
"8601"	63404	6219	71.4827586206897	4287	49.2758620689655	1837	21.1149425287356	0	0	2006
"8602"	63412	3112	115.259259259259	0	0	0	0	3079	114.037037037037	2006
"8603"	63420	237	39.5	166	27.6666666666667	71	11.8333333333333	0	0	2006
"8604"	63438	814	42.8421052631579	570	30	244	12.8421052631579	0	0	2006
"8605"	63446	70	14	54	10.8	16	3.2	0	0	2006
"8606"	63461	1217	50.7083333333333	814	33.9166666666667	403	16.7916666666667	0	0	2006
"8607"	63479	2596	40.5625	1709	26.703125	887	13.859375	0	0	2006
"8608"	63487	224	28	137	17.125	87	10.875	0	0	2006
"8609"	63503	6195	52.9487179487179	4196	35.8632478632479	1999	17.0854700854701	0	0	2006
"8610"	63529	27678	117.778723404255	0	0	0	0	25900	110.212765957447	2006
"8611"	63545	1129	35.28125	756	23.625	373	11.65625	0	0	2006
"8612"	63552	793	30.5	571	21.9615384615385	222	8.53846153846154	0	0	2006
"8613"	63560	2688	81.4545454545455	1865	56.5151515151515	823	24.9393939393939	0	0	2006
"8614"	63578	2471	98.84	1734	69.36	737	29.48	0	0	2006
"8615"	63586	68	9.71428571428571	40	5.71428571428571	28	4	0	0	2006
"8616"	63594	491	70.1428571428571	356	50.8571428571429	135	19.2857142857143	0	0	2006
"8617"	63610	224	44.8	141	28.2	83	16.6	0	0	2006
"8618"	63628	408	37.0909090909091	206	18.7272727272727	96	8.72727272727273	106	9.63636363636364	2006
"8619"	63651	58	14.5	34	8.5	24	6	0	0	2006
"8620"	63669	119	17	84	12	35	5	0	0	2006
"8621"	63677	2668	31.3882352941176	1287	15.1411764705882	612	7.2	707	8.31764705882353	2006
"8622"	63685	2506	29.4823529411765	1328	15.6235294117647	533	6.27058823529412	634	7.45882352941176	2006
"8623"	63693	1349	48.1785714285714	830	29.6428571428571	508	18.1428571428571	0	0	2006
"8624"	63719	146	18.25	113	14.125	33	4.125	0	0	2006
"8625"	63750	3548	46.0779220779221	2306	29.9480519480519	1225	15.9090909090909	0	0	2006
"8626"	63768	258	43	178	29.6666666666667	80	13.3333333333333	0	0	2006
"8627"	63776	3292	45.7222222222222	1623	22.5416666666667	779	10.8194444444444	890	12.3611111111111	2006
"8628"	63784	382	47.75	252	31.5	130	16.25	0	0	2006
"8629"	63792	2621	68.9736842105263	1706	44.8947368421053	818	21.5263157894737	0	0	2006
"8630"	63800	2141	35.6833333333333	1459	24.3166666666667	643	10.7166666666667	0	0	2006
"8631"	63818	974	54.1111111111111	0	0	0	0	959	53.2777777777778	2006
"8632"	63826	5022	62.775	2268	28.35	1210	15.125	1460	18.25	2006
