"CO"	"DISTRICT"	"LEA ID"	"EXPENDITURES"	"CURRENT EXPENSE ADA"	"CURRENT EXPENSE PER ADA"	"LEA TYPE"	"YEAR"
"481"	"31"	"Rocklin Unified"	"75085"	"2.98408e+007"	"6226.93"	4792.21	"Unified"	1998
"482"	"31"	"Roseville City Elementary"	"66910"	"2.78863e+007"	"5598.1"	4981.39	"Elementary"	1998
"483"	"31"	"Roseville Joint Union High"	"66928"	"3.08537e+007"	"6085.42"	5070.1	"High School"	1998
"484"	"31"	"Tahoe-Truckee Unified"	"66944"	"2.67624e+007"	"5009"	5342.86	"Unified"	1998
"485"	"31"	"Western Placer Unified"	"66951"	"2.40484e+007"	"5827.86"	4126.45	"Unified"	1998
"486"	"32"	"Plumas Unified"	"66969"	"21449074"	"3327"	6446.97	"Unified"	1998
"487"	"33"	"Alvord Unified"	"66977"	"7.98671e+007"	"16084.8"	4965.38	"Unified"	1998
"488"	"33"	"Banning Unified"	"66985"	"2.27547e+007"	"4154.49"	5477.13	"Unified"	1998
"489"	"33"	"Beaumont Unified"	"66993"	"1.73928e+007"	"3529.68"	4927.58	"Unified"	1998
"490"	"33"	"Coachella Valley Unified"	"73676"	"5.76357e+007"	"11363.2"	5072.12	"Unified"	1998
"491"	"33"	"Corona-Norco Unified"	"67033"	"158652646"	"31648.2"	5013.01	"Unified"	1998
"492"	"33"	"Desert Center Unified"	"67041"	"649433"	"55.05"	11797.2	"Unified"	1998
"493"	"33"	"Desert Sands Unified"	"67058"	"1.06304e+008"	"20739.4"	5125.69	"Unified"	1998
"494"	"33"	"Hemet Unified"	"67082"	"7.53657e+007"	"15317"	4920.38	"Unified"	1998
"495"	"33"	"Jurupa Unified"	"67090"	"8.8628e+007"	"17642.2"	5023.63	"Unified"	1998
"496"	"33"	"Lake Elsinore Unified"	"75176"	"7.75935e+007"	"14870.6"	5217.92	"Unified"	1998
"497"	"33"	"Menifee Union Elementary"	"67116"	"2.03183e+007"	"4280.63"	4746.57	"Elementary"	1998
"498"	"33"	"Moreno Valley Unified"	"67124"	"1.55978e+008"	"29869.2"	5222.03	"Unified"	1998
"499"	"33"	"Murrieta Valley Unified"	"75200"	"5.11419e+007"	"9863.35"	5185.04	"Unified"	1998
"500"	"33"	"Nuview Union Elementary"	"67157"	"6.0554e+006"	"1240.85"	4880.04	"Elementary"	1998
