"Year"	"District Code"	"County Name"	"District Name"	"mean"	"mean_PRadvanced"	"mean_PRproficient"	"mean_PRbasic"	"mean_PRbelowbasic
means"
"42"	2003	10058	"Calaveras"	"Calaveras Co. Office of Education"	1412.86220472441	4.51968503937008	6.33070866141732	6.61811023622047	7.17322834645669
"43"	2003	61556	"Calaveras"	"Bret Harte Union High"	1524.953125	6.72916666666667	9.484375	13.453125	7.84895833333333
"44"	2003	61564	"Calaveras"	"Calaveras Unified"	2061.72379032258	9.33467741935484	9.98588709677419	11.8064516129032	9.57056451612903
"45"	2003	61572	"Calaveras"	"Mark Twain Union Elementary"	2450.90853658537	11.25	8.0609756097561	10.5365853658537	7.83536585365854
"46"	2003	61580	"Calaveras"	"Vallecito Union Elementary"	2272.21022727273	7.30113636363636	9.60227272727273	7.75568181818182	9.0625
"47"	2003	10066	"Colusa"	"Colusa Co. Office of Education"	675.207207207207	2.51801801801802	3.63963963963964	3.73423423423423	5.90540540540541
"48"	2003	61598	"Colusa"	"Colusa Unified"	1922.47970479705	9.7380073800738	9.64944649446494	12.169741697417	8.85608856088561
"49"	2003	61606	"Colusa"	"Maxwell Unified"	2776.80357142857	11.0119047619048	12.0535714285714	12.6190476190476	14.5178571428571
"50"	2003	61614	"Colusa"	"Pierce Joint Unified"	1709.59139784946	9.40860215053763	6.48745519713262	10.4623655913978	8.06451612903226
"51"	2003	61622	"Colusa"	"Williams Unified"	2280.9494949495	7.46464646464646	7.70707070707071	15.9141414141414	12.0505050505051
"52"	2003	10074	"Contra Costa"	"Contra Costa Co. Off. of Education"	1475.34129692833	1.73378839590444	5.37201365187713	4.62798634812287	6.22866894197952
"53"	2003	61630	"Contra Costa"	"Acalanes Union High"	2132.01302931596	17.5895765472313	18.400651465798	15.9739413680782	16.8208469055375
"54"	2003	61648	"Contra Costa"	"Antioch Unified"	2465.4278283485	10.6124837451235	9.59557867360208	11.2938881664499	9.83615084525358
"55"	2003	61655	"Contra Costa"	"Brentwood Union Elementary"	2450.81052631579	9.99298245614035	8.65614035087719	9.7719298245614	5.48070175438597
"56"	2003	61663	"Contra Costa"	"Byron Union Elementary"	3185.56034482759	10.1724137931034	12.3362068965517	12.0431034482759	7.91379310344828
"57"	2003	61671	"Contra Costa"	"Canyon Elementary"	1	1.39130434782609	1.39130434782609	1.39130434782609	1.39130434782609
"58"	2003	61697	"Contra Costa"	"John Swett Unified"	1845.4962406015	10.0789473684211	10.1654135338346	11.6015037593985	9.05263157894737
"59"	2003	61705	"Contra Costa"	"Knightsen Elementary"	3136.21830985915	10.3239436619718	8.40845070422535	12.0704225352113	11.3802816901408
"60"	2003	61713	"Contra Costa"	"Lafayette Elementary"	3340.48387096774	15.494623655914	13.4354838709677	7.59139784946237	15.2688172043011
"61"	2003	61721	"Contra Costa"	"Liberty Union High"	1740.70982142857	10.6428571428571	12.4375	14.1651785714286	12.7857142857143
"62"	2003	61739	"Contra Costa"	"Martinez Unified"	2316.08522727273	9.49431818181818	10.84375	10.8465909090909	10.0198863636364
"63"	2003	61747	"Contra Costa"	"Moraga Elementary"	3483.07894736842	14.4539473684211	13.5	8.97368421052632	8.50657894736842
"64"	2003	61754	"Contra Costa"	"Mt. Diablo Unified"	2330.67398463227	9.64544456641054	9.99506037321625	10.3551042810099	10.576289791438
"65"	2003	61762	"Contra Costa"	"Oakley Union Elementary"	2817.62895927602	8.12217194570136	8.2262443438914	11.5158371040724	7.18552036199095
"66"	2003	61770	"Contra Costa"	"Orinda Union Elementary"	3422.70526315789	19.6	10.8	11.6052631578947	6.89473684210526
"67"	2003	61788	"Contra Costa"	"Pittsburg Unified"	2129.77281947262	9.49290060851927	9.55983772819473	11.9858012170385	10.8377281947262
"68"	2003	61796	"Contra Costa"	"West Contra Costa Unified"	2510.49768518519	8.5787037037037	9.88425925925926	10.8648148148148	11.024537037037
"69"	2003	61804	"Contra Costa"	"San Ramon Valley Unified"	2944.19959058342	13.3991811668373	14.8055271238485	10.4790174002047	13.7830092118731
"70"	2003	61812	"Contra Costa"	"Walnut Creek Elementary"	2865.14583333333	9.3625	11.3041666666667	7.03333333333333	12.95
"71"	2003	10082	"Del Norte"	"Del Norte Co. Office of Education"	1126.72566371681	4.12094395280236	5.89970501474926	6.64896755162242	8.27138643067847
"72"	2003	61820	"Del Norte"	"Del Norte County Unified"	2348.37931034483	10.3026819923372	10.1896551724138	11.8199233716475	10.22030651341
"73"	2003	10090	"El Dorado"	"El Dorado Co. Office of Education"	1402.9738372093	5.84302325581395	6.76744186046512	7.62790697674419	7.55523255813953
"74"	2003	61838	"El Dorado"	"Buckeye Union Elementary"	3270.23300970874	12.252427184466	15.7766990291262	10.6456310679612	12.2233009708738
"75"	2003	61846	"El Dorado"	"Camino Union Elementary"	3057.26732673267	6.84158415841584	12.8019801980198	12.2772277227723	9.44554455445545
"76"	2003	61853	"El Dorado"	"El Dorado Union High"	1692.02977667494	9.87593052109181	14.3598014888337	14.1017369727047	17.3424317617866
"77"	2003	61879	"El Dorado"	"Gold Oak Union Elementary"	2943.12962962963	8.53703703703704	12.5648148148148	9.93518518518519	13.2685185185185
"78"	2003	61887	"El Dorado"	"Gold Trail Union Elementary"	3252.08333333333	7.85416666666667	11.1041666666667	9.52083333333333	9.4375
"79"	2003	61895	"El Dorado"	"Indian Diggings Elementary"	1	1.36363636363636	1.36363636363636	1.36363636363636	1.36363636363636
"80"	2003	61903	"El Dorado"	"Lake Tahoe Unified"	2238.80901856764	10.8541114058355	9.58885941644562	11.7400530503979	12.474801061008
"81"	2003	61911	"El Dorado"	"Latrobe Elementary"	3750	10.2954545454545	16.2954545454545	12.0454545454545	14.5909090909091
"82"	2003	61929	"El Dorado"	"Mother Lode Union Elementary"	2878.46376811594	9.78985507246377	10.7101449275362	11.4420289855072	9.8768115942029
"83"	2003	61945	"El Dorado"	"Pioneer Union Elementary"	2288.78181818182	5.1030303030303	8.29090909090909	10.1212121212121	7.84848484848485
"84"	2003	61952	"El Dorado"	"Placerville Union Elementary"	2542.32	10.1866666666667	9.69333333333333	8.60666666666667	6.97333333333333
"85"	2003	61960	"El Dorado"	"Pollock Pines Elementary"	3201.64583333333	15.3958333333333	11.7708333333333	12.125	10.2291666666667
"86"	2003	61978	"El Dorado"	"Rescue Union Elementary"	3327.06701030928	9.35051546391753	12.6855670103093	9.31443298969072	13.2164948453608
"87"	2003	61986	"El Dorado"	"Silver Fork Elementary"	1	1.375	1.375	1.375	1.375
"88"	2003	73783	"El Dorado"	"Black Oak Mine Unified"	1860.09429280397	7.96277915632754	8.9454094292804	8.67741935483871	7.06699751861042
"89"	2003	10108	"Fresno"	"Fresno Co. Office of Education"	1503.50194552529	3.35408560311284	5.4863813229572	5.29182879377432	6.19066147859922
"90"	2003	61994	"Fresno"	"Alvina Elementary"	3112.28260869565	6.97826086956522	7.56521739130435	14.9347826086957	9.67391304347826
"91"	2003	62000	"Fresno"	"American Union Elementary"	3235.45454545455	10.8636363636364	10.1136363636364	12.2272727272727	9.84090909090909
"92"	2003	62026	"Fresno"	"Big Creek Elementary"	1	1.39130434782609	1.39130434782609	1.39130434782609	1.39130434782609
"93"	2003	62042	"Fresno"	"Burrel Union Elementary"	1759.31111111111	1.8	5.57777777777778	8.93333333333333	6.08888888888889
"94"	2003	62109	"Fresno"	"Clay Joint Elementary"	3415.91304347826	12.195652173913	15.4347826086957	10	9.47826086956522
"95"	2003	62117	"Fresno"	"Clovis Unified"	2869.65826330532	10.9922969187675	11.9859943977591	11.4019607843137	12.0651260504202
"96"	2003	62125	"Fresno"	"Coalinga-Huron Joint Unified"	1903.23262839879	5.66465256797583	9.10876132930514	10.7432024169184	12.9969788519637
"97"	2003	62158	"Fresno"	"Fowler Unified"	2009.71794871795	7.31501831501831	9.93772893772894	13.4139194139194	12.1684981684982
"98"	2003	62166	"Fresno"	"Fresno Unified"	2465.8714893617	7.18666666666667	11.0513475177305	11.3832624113475	12.2601418439716
"99"	2003	62174	"Fresno"	"West Fresno Elementary"	1824.16037735849	3.39622641509434	8.31132075471698	6.90566037735849	12.4622641509434
"100"	2003	62240	"Fresno"	"Kingsburg Elementary Charter"	3111.14583333333	12.2083333333333	9.73611111111111	11.5277777777778	8.70138888888889
"101"	2003	62257	"Fresno"	"Kingsburg Joint Union High"	1947.99319727891	9.7687074829932	14.1972789115646	16.8231292517007	13.9795918367347
"102"	2003	62265	"Fresno"	"Kings Canyon Joint Unified"	2331.4224	8.4848	9.1712	10.9328	11.4304
"103"	2003	62281	"Fresno"	"Laton Joint Unified"	2612.56886227545	5.73053892215569	10.9041916167665	14.9161676646707	13.6347305389222
"104"	2003	62323	"Fresno"	"Monroe Elementary"	3084.58695652174	7.43478260869565	8.43478260869565	13.0869565217391	9.19565217391304
"105"	2003	62331	"Fresno"	"Orange Center Elementary"	2881.1914893617	6.8936170212766	11.5957446808511	10.8085106382979	11.7872340425532
"106"	2003	62356	"Fresno"	"Pacific Union Elementary"	3178.41304347826	11.3913043478261	11.2826086956522	13.695652173913	11.0869565217391
"107"	2003	62364	"Fresno"	"Parlier Unified"	2171.77027027027	5.79054054054054	12.6790540540541	9.30405405405405	12.7297297297297
"108"	2003	62372	"Fresno"	"Pine Ridge Elementary"	1993.5652173913	5.84782608695652	9.45652173913044	9.04347826086956	5.15217391304348
"109"	2003	62380	"Fresno"	"Raisin City Elementary"	3073.11363636364	4.90909090909091	13	17.3636363636364	10.6363636363636
"110"	2003	62414	"Fresno"	"Sanger Unified"	2622.90518331226	8.54108723135272	10.5840707964602	12.2958280657396	11.2326169405815
"111"	2003	62430	"Fresno"	"Selma Unified"	2654.48596112311	10.9827213822894	8.75593952483801	14.8682505399568	11.6479481641469
"112"	2003	62513	"Fresno"	"Washington Colony Elementary"	3267.13636363636	13.9090909090909	6.70454545454545	15.0681818181818	10.0227272727273
"113"	2003	62521	"Fresno"	"Washington Union High"	1412.0223880597	6.02238805970149	11.1417910447761	13.6641791044776	17.9179104477612
"114"	2003	62539	"Fresno"	"West Park Elementary"	2216.79865771812	6.15436241610738	8.03020134228188	9.51342281879195	10.6744966442953
"115"	2003	62547	"Fresno"	"Westside Elementary"	2864.3125	7.97916666666667	10.0208333333333	12.9791666666667	10.5833333333333
"116"	2003	73809	"Fresno"	"Firebaugh-Las Deltas Joint Unified"	1912.40088105727	5.05726872246696	7.94273127753304	10.0352422907489	13.3259911894273
"117"	2003	73965	"Fresno"	"Central Unified"	2529.93848354793	10.2489270386266	10.3690987124464	12.0958512160229	10.5579399141631
"118"	2003	73999	"Fresno"	"Kerman Unified"	1877.55149501661	9.578073089701	10.2724252491694	12.8106312292359	11.8172757475083
"119"	2003	75127	"Fresno"	"Mendota Unified"	1871.93248945148	4.23206751054852	8.13080168776371	12.2742616033755	13.5738396624473
"120"	2003	75234	"Fresno"	"Golden Plains Unified"	2232.43260188088	3.60815047021944	12.5485893416928	12.3166144200627	11.0971786833856
"121"	2003	75275	"Fresno"	"Sierra Unified"	1974.39185750636	6.97964376590331	10.559796437659	12.559796437659	11.1628498727735
"122"	2003	75408	"Fresno"	"Riverdale Joint Unified"	2093.08620689655	11.1120689655172	10.4310344827586	12.8362068965517	9.50431034482759
"123"	2003	75598	"Fresno"	"Caruthers Unified"	2419.99029126214	7.21844660194175	12.1990291262136	13.8932038834951	16.8300970873786
"124"	2003	10116	"Glenn"	"Glenn Co. Office of Education"	1182.97472924188	4.11191335740072	5.88808664259928	5.52707581227437	6.81949458483755
"125"	2003	62554	"Glenn"	"Capay Joint Union Elementary"	3011.13636363636	10.7954545454545	11.1818181818182	13.2272727272727	8.38636363636364
"126"	2003	62570	"Glenn"	"Hamilton Union Elementary"	2576.59821428571	9.47321428571429	11.5446428571429	14.5892857142857	10.1517857142857
"127"	2003	62588	"Glenn"	"Hamilton Union High"	1494.38016528926	7.78512396694215	10.3388429752066	13.1900826446281	11.702479338843
"128"	2003	62596	"Glenn"	"Lake Elementary"	3225.86956521739	7.56521739130435	11.7608695652174	12.6086956521739	7.95652173913043
"129"	2003	62638	"Glenn"	"Plaza Elementary"	3487.75	12.3409090909091	14.3863636363636	10.7954545454545	7.5
"130"	2003	62646	"Glenn"	"Princeton Joint Unified"	1855.40983606557	4.33333333333333	6.46448087431694	8.22404371584699	6.18032786885246
"131"	2003	62653	"Glenn"	"Stony Creek Joint Unified"	908.586854460094	2.91549295774648	4.76056338028169	4.90140845070423	4.34272300469484
"132"	2003	62661	"Glenn"	"Willows Unified"	1746.26755852843	8.58862876254181	9.23076923076923	13.5785953177258	8.9933110367893
"133"	2003	75481	"Glenn"	"Orland Joint Unified"	1931.19028340081	10.1295546558704	10.4372469635628	15.0445344129555	9.31983805668016
"134"	2003	10124	"Humboldt"	"Humboldt Co. Office of Education"	1335.97260273973	2.32876712328767	6.16438356164384	6.75342465753425	6.73972602739726
"135"	2003	62679	"Humboldt"	"Arcata Elementary"	2563.10759493671	9.58860759493671	10.2594936708861	8.91772151898734	9.21518987341772
"136"	2003	62687	"Humboldt"	"Northern Humboldt Union High"	1914.51578947368	9.83157894736842	16.7947368421053	15.3526315789474	16.9368421052632
"137"	2003	62695	"Humboldt"	"Big Lagoon Union Elementary"	945.884615384615	3.43956043956044	4.93406593406593	3.12637362637363	2.99450549450549
"138"	2003	62703	"Humboldt"	"Blue Lake Union Elementary"	3274.47826086957	6.30434782608696	12.2826086956522	13.4347826086957	12.4782608695652
"139"	2003	62729	"Humboldt"	"Bridgeville Elementary"	1	1.36363636363636	1.36363636363636	1.36363636363636	1.36363636363636
"140"	2003	62737	"Humboldt"	"Cuddeback Union Elementary"	2757.63829787234	4.02127659574468	8.5531914893617	10.7446808510638	12.2340425531915
"141"	2003	62745	"Humboldt"	"Cutten Elementary"	2817.12162162162	5.67567567567568	9.94594594594595	10.0810810810811	12.8243243243243
"142"	2003	62794	"Humboldt"	"Fieldbrook Elementary"	1466.10638297872	3.31914893617021	6.63829787234043	5.85106382978723	3.80851063829787
"143"	2003	62802	"Humboldt"	"Fortuna Union Elementary"	2795.94339622642	10.4150943396226	9.26415094339623	10.5094339622642	6.92452830188679
"144"	2003	62810	"Humboldt"	"Fortuna Union High"	1933.14285714286	14.6428571428571	12.4047619047619	17.9206349206349	11.3095238095238
"145"	2003	62828	"Humboldt"	"Freshwater Elementary"	3564.09090909091	11.4318181818182	14.9545454545455	11.3181818181818	11.9090909090909
"146"	2003	62836	"Humboldt"	"Garfield Elementary"	1	1.33333333333333	1.33333333333333	1.33333333333333	1.33333333333333
"147"	2003	62851	"Humboldt"	"Green Point Elementary"	1	1.375	1.375	1.375	1.375
"148"	2003	62885	"Humboldt"	"Hydesville Elementary"	3292.65217391304	7.69565217391304	9.43478260869565	11.0652173913043	4.76086956521739
"149"	2003	62893	"Humboldt"	"Jacoby Creek Elementary"	3504.5625	12.875	14.9583333333333	6.70833333333333	16.375
"150"	2003	62901	"Humboldt"	"Klamath-Trinity Joint Unified"	1717.24301675978	5.12290502793296	9.17877094972067	10.5558659217877	8.31843575418994
"151"	2003	62919	"Humboldt"	"Kneeland Elementary"	1	1.36363636363636	1.36363636363636	1.36363636363636	1.36363636363636
"152"	2003	62927	"Humboldt"	"Loleta Union Elementary"	1972.17894736842	5.08947368421053	7.55263157894737	9.49473684210526	7.57368421052632
"153"	2003	62935	"Humboldt"	"Maple Creek Elementary"	1	1.33333333333333	1.33333333333333	1.33333333333333	1.33333333333333
"154"	2003	62950	"Humboldt"	"McKinleyville Union Elementary"	2945.32330827068	9.10526315789474	10.0601503759399	9.98496240601504	10.8345864661654
"155"	2003	62968	"Humboldt"	"Orick Elementary"	1	1.34883720930233	1.34883720930233	1.34883720930233	1.34883720930233
"156"	2003	62976	"Humboldt"	"Pacific Union Elementary"	3303.02083333333	13.8958333333333	12.875	12.1458333333333	8.5
"157"	2003	62984	"Humboldt"	"Peninsula Union Elementary"	385.804347826087	1.39130434782609	2.8695652173913	3.43478260869565	2.78260869565217
"158"	2003	63008	"Humboldt"	"Rio Dell Elementary"	2178.58088235294	9.06617647058824	7.48529411764706	11.4044117647059	5.21323529411765
"159"	2003	63016	"Humboldt"	"Rohnerville Elementary"	3162.625	8.70833333333333	9.6875	14.25	10.6666666666667
"160"	2003	63024	"Humboldt"	"Scotia Union Elementary"	3181.53191489362	14.3829787234043	10.1063829787234	12.9787234042553	9.74468085106383
"161"	2003	63032	"Humboldt"	"South Bay Union Elementary"	3238.3085106383	9.11702127659574	8.41489361702128	10.0425531914894	8.56382978723404
"162"	2003	63040	"Humboldt"	"Southern Humboldt Joint Unified"	1254.95299145299	5.2457264957265	6.22222222222222	6.42521367521368	6.63034188034188
"163"	2003	63057	"Humboldt"	"Trinidad Union Elementary"	1564.46666666667	5.91111111111111	7.08888888888889	8.84444444444444	5.71111111111111
"164"	2003	75374	"Humboldt"	"Ferndale Unified"	2599.08421052632	13.9263157894737	11.8894736842105	14.3052631578947	14.2894736842105
"165"	2003	75382	"Humboldt"	"Mattole Unified"	825.662921348315	4.2247191011236	4.11985018726592	4.57677902621723	4.40449438202247
"166"	2003	75515	"Humboldt"	"Eureka City Unified"	2674.74245939675	11.8236658932715	11.3201856148492	11.1856148491879	9.37819025522042
"167"	2003	10132	"Imperial"	"Imperial Co. Office of Education"	954.018018018018	2.03153153153153	4.48648648648649	4.77477477477477	5.4009009009009
"168"	2003	63073	"Imperial"	"Brawley Elementary"	2977.5	9.97014925373134	8.2910447761194	11.134328358209	7.34328358208955
"169"	2003	63081	"Imperial"	"Brawley Union High"	1385.57142857143	7.87662337662338	8.37662337662338	12.4545454545455	16.2857142857143
"170"	2003	63099	"Imperial"	"Calexico Unified"	2642.80303030303	7.47222222222222	13.0808080808081	13.3636363636364	13.7424242424242
"171"	2003	63107	"Imperial"	"Calipatria Unified"	2410.8937007874	5.81496062992126	9.75196850393701	13.503937007874	14.2047244094488
"172"	2003	63115	"Imperial"	"Central Union High"	1991.65517241379	14.0057471264368	17.7758620689655	20.7011494252874	17.4195402298851
"173"	2003	63123	"Imperial"	"El Centro Elementary"	3100.64210526316	10.6350877192982	8.37894736842105	11.1649122807018	8.63859649122807
"174"	2003	63131	"Imperial"	"Heber Elementary"	3066.15555555556	5.06666666666667	8.06666666666667	13.0222222222222	10.9111111111111
"175"	2003	63149	"Imperial"	"Holtville Unified"	2507.36614173228	9.97637795275591	11.1141732283465	14.8425196850394	12.755905511811
"176"	2003	63164	"Imperial"	"Imperial Unified"	2507.78136200717	11.7383512544803	10.4731182795699	13.8458781362007	9.3584229390681
"177"	2003	63172	"Imperial"	"Magnolia Union Elementary"	3041.63636363636	8.54545454545454	9.63636363636364	15.6363636363636	8.15909090909091
"178"	2003	63180	"Imperial"	"McCabe Union Elementary"	3342.34782608696	11.0869565217391	14.4347826086957	13.1521739130435	10.4130434782609
"179"	2003	63198	"Imperial"	"Meadows Union Elementary"	3165.43181818182	11.9545454545455	8.38636363636364	13.6363636363636	9.29545454545454
"180"	2003	63206	"Imperial"	"Mulberry Elementary"	2303.84782608696	11.7173913043478	11.5652173913043	10.2826086956522	9.97826086956522
"181"	2003	63214	"Imperial"	"San Pasqual Valley Unified"	2052.73399014778	3.20197044334975	7.76354679802956	8.96551724137931	13.6650246305419
"182"	2003	63222	"Imperial"	"Seeley Union Elementary"	3289.68181818182	10.4090909090909	9.52272727272727	12.4090909090909	13.0454545454545
"183"	2003	63230	"Imperial"	"Westmorland Union Elementary"	3151.36363636364	3.86363636363636	15.1590909090909	14.25	12.9318181818182
"184"	2003	10140	"Inyo"	"Inyo Co. Office of Education"	794.1875	2.1875	1.5859375	2.96875	4.09375
"185"	2003	63248	"Inyo"	"Big Pine Unified"	2620.85365853659	6.07317073170732	9.47560975609756	11.4878048780488	11.9634146341463
"186"	2003	63255	"Inyo"	"Bishop Union Elementary"	2879.98113207547	11.9056603773585	11.0943396226415	10.811320754717	6.35849056603774
"187"	2003	63263	"Inyo"	"Bishop Joint Union High"	2227.69369369369	12.5045045045045	15.5495495495495	19.7477477477477	19.1711711711712
"188"	2003	63271	"Inyo"	"Death Valley Unified"	8.19337016574586	1.43646408839779	1.43646408839779	1.43646408839779	1.98342541436464
"189"	2003	63289	"Inyo"	"Lone Pine Unified"	2274.38888888889	9.99494949494949	8.66666666666667	10.7525252525253	9.8030303030303
"190"	2003	63297	"Inyo"	"Owens Valley Unified"	162.309941520468	3.05847953216374	2.29824561403509	2.28070175438596	2.06432748538012
"191"	2003	63305	"Inyo"	"Round Valley Joint Elementary"	2403.69565217391	4.08695652173913	8.60869565217391	9.60869565217391	7.54347826086957
"192"	2003	10157	"Kern"	"Kern Co. Office of Education"	2024.65706806283	4.08900523560209	7.64659685863874	6.32198952879581	7.22513089005236
"193"	2003	63313	"Kern"	"Arvin Union Elementary"	2783.4387755102	8.18367346938776	12.6530612244898	11.5102040816327	11.0510204081633
"194"	2003	63321	"Kern"	"Bakersfield City Elementary"	2779.19282136895	9.18530884808013	8.86060100166945	9.25626043405676	9.52170283806344
"195"	2003	63339	"Kern"	"Beardsley Elementary"	3159.36956521739	11.9565217391304	8.47826086956522	14.7173913043478	11.8478260869565
"196"	2003	63347	"Kern"	"Belridge Elementary"	1	1.37777777777778	1.37777777777778	1.37777777777778	1.37777777777778
"197"	2003	63354	"Kern"	"Blake Elementary"	1	1.375	1.375	1.375	1.375
"198"	2003	63362	"Kern"	"Panama Buena Vista Union Elementary"	3102.13403614458	9.28463855421687	8.65512048192771	10.6927710843374	8.63403614457831
"199"	2003	63370	"Kern"	"Buttonwillow Union Elementary"	3137.02173913043	6.21739130434783	8.89130434782609	12.7173913043478	11.6521739130435
"200"	2003	63388	"Kern"	"Caliente Union Elementary"	923.139705882353	4.58823529411765	4.08088235294118	3.89705882352941	5.42647058823529
"201"	2003	63404	"Kern"	"Delano Union Elementary"	2600.20454545455	8.69805194805195	8.62012987012987	9.21428571428571	9.35714285714286
"202"	2003	63412	"Kern"	"Delano Joint Union High"	2103.27659574468	3.97163120567376	10.531914893617	16.241134751773	16.241134751773
